model,kind,uid,source,harmful,split,role,design,n_tokens,content_tokens,t_inst,t_post_inst,slot_is_fixed
llama3.1-8b,transfer,902d1bf15552,c4,False,test,tool,fixed_slot,123,71,116,122,True
llama3.1-8b,transfer,902d1bf15552,c4,False,test,assistant,fixed_slot,121,71,115,120,True
llama3.1-8b,transfer,902d1bf15552,c4,False,test,system,natural_slot,110,71,95,109,False
llama3.1-8b,transfer,902d1bf15552,c4,False,test,user,natural_slot,112,71,106,111,False
llama3.1-8b,transfer,902d1bf15552,c4,False,test,tool,natural_slot,131,71,124,130,False
llama3.1-8b,transfer,902d1bf15552,c4,False,test,assistant,natural_slot,121,71,115,120,False
llama3.1-8b,transfer,fa0420258353,c4,False,test,system,fixed_slot,138,99,123,137,False
llama3.1-8b,transfer,fa0420258353,c4,False,test,user,fixed_slot,149,99,143,148,True
llama3.1-8b,transfer,fa0420258353,c4,False,test,tool,fixed_slot,151,99,145,150,True
llama3.1-8b,transfer,fa0420258353,c4,False,test,assistant,fixed_slot,149,99,143,148,True
llama3.1-8b,transfer,fa0420258353,c4,False,test,system,natural_slot,138,99,123,137,False
llama3.1-8b,transfer,fa0420258353,c4,False,test,user,natural_slot,140,99,134,139,False
llama3.1-8b,transfer,fa0420258353,c4,False,test,tool,natural_slot,159,99,153,158,False
llama3.1-8b,transfer,fa0420258353,c4,False,test,assistant,natural_slot,149,99,143,148,False
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,system,fixed_slot,106,67,91,105,False
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,user,fixed_slot,117,67,111,116,True
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,tool,fixed_slot,120,67,113,119,True
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,assistant,fixed_slot,117,67,111,116,True
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,system,natural_slot,106,67,91,105,False
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,user,natural_slot,108,67,102,107,False
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,tool,natural_slot,128,67,121,127,False
llama3.1-8b,transfer,694f9f0656c5,c4,False,train,assistant,natural_slot,117,67,111,116,False
llama3.1-8b,transfer,56a4529764e9,c4,False,train,system,fixed_slot,73,34,58,72,False
llama3.1-8b,transfer,56a4529764e9,c4,False,train,user,fixed_slot,84,34,78,83,True
llama3.1-8b,transfer,56a4529764e9,c4,False,train,tool,fixed_slot,86,34,80,85,True
llama3.1-8b,transfer,56a4529764e9,c4,False,train,assistant,fixed_slot,84,34,78,83,True
llama3.1-8b,transfer,56a4529764e9,c4,False,train,system,natural_slot,73,34,58,72,False
llama3.1-8b,transfer,56a4529764e9,c4,False,train,user,natural_slot,75,34,69,74,False
llama3.1-8b,transfer,56a4529764e9,c4,False,train,tool,natural_slot,94,34,88,93,False
llama3.1-8b,transfer,56a4529764e9,c4,False,train,assistant,natural_slot,84,34,78,83,False
llama3.1-8b,transfer,e12f4001d282,c4,False,train,system,fixed_slot,93,54,78,92,False
llama3.1-8b,transfer,e12f4001d282,c4,False,train,user,fixed_slot,104,54,98,103,True
llama3.1-8b,transfer,e12f4001d282,c4,False,train,tool,fixed_slot,106,54,100,105,True
llama3.1-8b,transfer,e12f4001d282,c4,False,train,assistant,fixed_slot,104,54,98,103,True
llama3.1-8b,transfer,e12f4001d282,c4,False,train,system,natural_slot,93,54,78,92,False
llama3.1-8b,transfer,e12f4001d282,c4,False,train,user,natural_slot,95,54,89,94,False
llama3.1-8b,transfer,e12f4001d282,c4,False,train,tool,natural_slot,114,54,108,113,False
llama3.1-8b,transfer,e12f4001d282,c4,False,train,assistant,natural_slot,104,54,98,103,False
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,system,fixed_slot,118,79,103,117,False
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,user,fixed_slot,129,79,123,128,True
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,tool,fixed_slot,131,79,124,130,True
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,assistant,fixed_slot,129,79,123,128,True
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,system,natural_slot,118,79,103,117,False
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,user,natural_slot,120,79,114,119,False
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,tool,natural_slot,139,79,132,138,False
llama3.1-8b,transfer,0b6cc92e1e5f,c4,False,train,assistant,natural_slot,129,79,123,128,False
llama3.1-8b,transfer,84ae9d493158,c4,False,test,system,fixed_slot,105,66,90,104,False
llama3.1-8b,transfer,84ae9d493158,c4,False,test,user,fixed_slot,116,66,110,115,True
llama3.1-8b,transfer,84ae9d493158,c4,False,test,tool,fixed_slot,117,66,111,116,True
llama3.1-8b,transfer,84ae9d493158,c4,False,test,assistant,fixed_slot,116,66,110,115,True
llama3.1-8b,transfer,84ae9d493158,c4,False,test,system,natural_slot,105,66,90,104,False
llama3.1-8b,transfer,84ae9d493158,c4,False,test,user,natural_slot,107,66,101,106,False
llama3.1-8b,transfer,84ae9d493158,c4,False,test,tool,natural_slot,125,66,119,124,False
llama3.1-8b,transfer,84ae9d493158,c4,False,test,assistant,natural_slot,116,66,110,115,False
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,system,fixed_slot,71,32,56,70,False
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,user,fixed_slot,82,32,76,81,True
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,tool,fixed_slot,83,32,77,82,True
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,assistant,fixed_slot,82,32,76,81,True
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,system,natural_slot,71,32,56,70,False
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,user,natural_slot,73,32,67,72,False
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,tool,natural_slot,91,32,85,90,False
llama3.1-8b,transfer,ce8315037c8f,c4,False,train,assistant,natural_slot,82,32,76,81,False
llama3.1-8b,transfer,97161dc9659d,c4,False,train,system,fixed_slot,104,65,89,103,False
llama3.1-8b,transfer,97161dc9659d,c4,False,train,user,fixed_slot,115,65,109,114,True
llama3.1-8b,transfer,97161dc9659d,c4,False,train,tool,fixed_slot,116,65,110,115,True
llama3.1-8b,transfer,97161dc9659d,c4,False,train,assistant,fixed_slot,115,65,109,114,True
llama3.1-8b,transfer,97161dc9659d,c4,False,train,system,natural_slot,104,65,89,103,False
llama3.1-8b,transfer,97161dc9659d,c4,False,train,user,natural_slot,106,65,100,105,False
llama3.1-8b,transfer,97161dc9659d,c4,False,train,tool,natural_slot,124,65,118,123,False
llama3.1-8b,transfer,97161dc9659d,c4,False,train,assistant,natural_slot,115,65,109,114,False
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,system,fixed_slot,84,45,69,83,False
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,user,fixed_slot,95,45,89,94,True
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,tool,fixed_slot,97,45,91,96,True
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,assistant,fixed_slot,95,45,89,94,True
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,system,natural_slot,84,45,69,83,False
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,user,natural_slot,86,45,80,85,False
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,tool,natural_slot,105,45,99,104,False
llama3.1-8b,transfer,f9302fc61fff,c4,False,train,assistant,natural_slot,95,45,89,94,False
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,system,fixed_slot,79,40,64,78,False
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,user,fixed_slot,90,40,84,89,True
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,tool,fixed_slot,91,40,85,90,True
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,assistant,fixed_slot,90,40,84,89,True
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,system,natural_slot,79,40,64,78,False
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,user,natural_slot,81,40,75,80,False
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,tool,natural_slot,99,40,93,98,False
llama3.1-8b,transfer,e1fba2fed979,c4,False,test,assistant,natural_slot,90,40,84,89,False
llama3.1-8b,transfer,1c55406547e1,c4,False,train,system,fixed_slot,104,65,89,103,False
llama3.1-8b,transfer,1c55406547e1,c4,False,train,user,fixed_slot,115,65,109,114,True
llama3.1-8b,transfer,1c55406547e1,c4,False,train,tool,fixed_slot,118,65,111,117,True
llama3.1-8b,transfer,1c55406547e1,c4,False,train,assistant,fixed_slot,115,65,109,114,True
llama3.1-8b,transfer,1c55406547e1,c4,False,train,system,natural_slot,104,65,89,103,False
llama3.1-8b,transfer,1c55406547e1,c4,False,train,user,natural_slot,106,65,100,105,False
llama3.1-8b,transfer,1c55406547e1,c4,False,train,tool,natural_slot,126,65,119,125,False
llama3.1-8b,transfer,1c55406547e1,c4,False,train,assistant,natural_slot,115,65,109,114,False
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,system,fixed_slot,118,79,103,117,False
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,user,fixed_slot,129,79,123,128,True
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,tool,fixed_slot,131,79,125,130,True
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,assistant,fixed_slot,129,79,123,128,True
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,system,natural_slot,118,79,103,117,False
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,user,natural_slot,120,79,114,119,False
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,tool,natural_slot,139,79,133,138,False
llama3.1-8b,transfer,8013f04fb1cd,c4,False,test,assistant,natural_slot,129,79,123,128,False
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,system,fixed_slot,113,74,98,112,False
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,user,fixed_slot,124,74,118,123,True
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,tool,fixed_slot,125,74,119,124,True
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,assistant,fixed_slot,124,74,118,123,True
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,system,natural_slot,113,74,98,112,False
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,user,natural_slot,115,74,109,114,False
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,tool,natural_slot,133,74,127,132,False
llama3.1-8b,transfer,e0ac3cdc9065,c4,False,train,assistant,natural_slot,124,74,118,123,False
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,system,fixed_slot,79,40,64,78,False
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,user,fixed_slot,90,40,84,89,True
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,tool,fixed_slot,91,40,85,90,True
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,assistant,fixed_slot,90,40,84,89,True
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,system,natural_slot,79,40,64,78,False
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,user,natural_slot,81,40,75,80,False
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,tool,natural_slot,99,40,93,98,False
llama3.1-8b,transfer,3c18ce7564e9,c4,False,train,assistant,natural_slot,90,40,84,89,False
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,system,fixed_slot,116,77,101,115,False
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,user,fixed_slot,127,77,121,126,True
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,tool,fixed_slot,129,77,122,128,True
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,assistant,fixed_slot,127,77,121,126,True
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,system,natural_slot,116,77,101,115,False
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,user,natural_slot,118,77,112,117,False
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,tool,natural_slot,137,77,130,136,False
llama3.1-8b,transfer,7dcec5995f09,c4,False,test,assistant,natural_slot,127,77,121,126,False
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,system,fixed_slot,121,82,106,120,False
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,user,fixed_slot,132,82,126,131,True
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,tool,fixed_slot,135,82,128,134,True
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,assistant,fixed_slot,132,82,126,131,True
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,system,natural_slot,121,82,106,120,False
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,user,natural_slot,123,82,117,122,False
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,tool,natural_slot,143,82,136,142,False
llama3.1-8b,transfer,78628bf9e5bc,c4,False,train,assistant,natural_slot,132,82,126,131,False
llama3.1-8b,transfer,95d06b79e097,c4,False,train,system,fixed_slot,108,69,93,107,False
llama3.1-8b,transfer,95d06b79e097,c4,False,train,user,fixed_slot,119,69,113,118,True
llama3.1-8b,transfer,95d06b79e097,c4,False,train,tool,fixed_slot,121,69,114,120,True
llama3.1-8b,transfer,95d06b79e097,c4,False,train,assistant,fixed_slot,119,69,113,118,True
llama3.1-8b,transfer,95d06b79e097,c4,False,train,system,natural_slot,108,69,93,107,False
llama3.1-8b,transfer,95d06b79e097,c4,False,train,user,natural_slot,110,69,104,109,False
llama3.1-8b,transfer,95d06b79e097,c4,False,train,tool,natural_slot,129,69,122,128,False
llama3.1-8b,transfer,95d06b79e097,c4,False,train,assistant,natural_slot,119,69,113,118,False
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,system,fixed_slot,73,34,58,72,False
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,user,fixed_slot,84,34,78,83,True
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,tool,fixed_slot,85,34,79,84,True
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,assistant,fixed_slot,84,34,78,83,True
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,system,natural_slot,73,34,58,72,False
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,user,natural_slot,75,34,69,74,False
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,tool,natural_slot,93,34,87,92,False
llama3.1-8b,transfer,bd24a01c22d5,c4,False,train,assistant,natural_slot,84,34,78,83,False
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,system,fixed_slot,74,35,59,73,False
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,user,fixed_slot,85,35,79,84,True
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,tool,fixed_slot,87,35,81,86,True
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,assistant,fixed_slot,85,35,79,84,True
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,system,natural_slot,74,35,59,73,False
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,user,natural_slot,76,35,70,75,False
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,tool,natural_slot,95,35,89,94,False
llama3.1-8b,transfer,b683810cd8b5,c4,False,train,assistant,natural_slot,85,35,79,84,False
llama3.1-8b,transfer,16c145a465ce,c4,False,train,system,fixed_slot,77,38,62,76,False
llama3.1-8b,transfer,16c145a465ce,c4,False,train,user,fixed_slot,88,38,82,87,True
llama3.1-8b,transfer,16c145a465ce,c4,False,train,tool,fixed_slot,89,38,83,88,True
llama3.1-8b,transfer,16c145a465ce,c4,False,train,assistant,fixed_slot,88,38,82,87,True
llama3.1-8b,transfer,16c145a465ce,c4,False,train,system,natural_slot,77,38,62,76,False
llama3.1-8b,transfer,16c145a465ce,c4,False,train,user,natural_slot,79,38,73,78,False
llama3.1-8b,transfer,16c145a465ce,c4,False,train,tool,natural_slot,97,38,91,96,False
llama3.1-8b,transfer,16c145a465ce,c4,False,train,assistant,natural_slot,88,38,82,87,False
llama3.1-8b,transfer,1359123372db,c4,False,train,system,fixed_slot,110,71,95,109,False
llama3.1-8b,transfer,1359123372db,c4,False,train,user,fixed_slot,121,71,115,120,True
llama3.1-8b,transfer,1359123372db,c4,False,train,tool,fixed_slot,124,71,117,123,True
llama3.1-8b,transfer,1359123372db,c4,False,train,assistant,fixed_slot,121,71,115,120,True
llama3.1-8b,transfer,1359123372db,c4,False,train,system,natural_slot,110,71,95,109,False
llama3.1-8b,transfer,1359123372db,c4,False,train,user,natural_slot,112,71,106,111,False
llama3.1-8b,transfer,1359123372db,c4,False,train,tool,natural_slot,132,71,125,131,False
llama3.1-8b,transfer,1359123372db,c4,False,train,assistant,natural_slot,121,71,115,120,False
llama3.1-8b,transfer,987060c6030c,c4,False,train,system,fixed_slot,98,59,83,97,False
llama3.1-8b,transfer,987060c6030c,c4,False,train,user,fixed_slot,109,59,103,108,True
llama3.1-8b,transfer,987060c6030c,c4,False,train,tool,fixed_slot,111,59,105,110,True
llama3.1-8b,transfer,987060c6030c,c4,False,train,assistant,fixed_slot,109,59,103,108,True
llama3.1-8b,transfer,987060c6030c,c4,False,train,system,natural_slot,98,59,83,97,False
llama3.1-8b,transfer,987060c6030c,c4,False,train,user,natural_slot,100,59,94,99,False
llama3.1-8b,transfer,987060c6030c,c4,False,train,tool,natural_slot,119,59,113,118,False
llama3.1-8b,transfer,987060c6030c,c4,False,train,assistant,natural_slot,109,59,103,108,False
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,system,fixed_slot,112,73,97,111,False
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,user,fixed_slot,123,73,117,122,True
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,tool,fixed_slot,126,73,119,125,True
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,assistant,fixed_slot,123,73,117,122,True
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,system,natural_slot,112,73,97,111,False
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,user,natural_slot,114,73,108,113,False
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,tool,natural_slot,134,73,127,133,False
llama3.1-8b,transfer,86404b49b6ed,c4,False,test,assistant,natural_slot,123,73,117,122,False
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,system,fixed_slot,108,69,93,107,False
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,user,fixed_slot,119,69,113,118,True
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,tool,fixed_slot,120,69,114,119,True
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,assistant,fixed_slot,119,69,113,118,True
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,system,natural_slot,108,69,93,107,False
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,user,natural_slot,110,69,104,109,False
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,tool,natural_slot,128,69,122,127,False
llama3.1-8b,transfer,e1f0e2e20c8c,c4,False,test,assistant,natural_slot,119,69,113,118,False
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,system,fixed_slot,142,103,127,141,False
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,user,fixed_slot,153,103,147,152,True
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,tool,fixed_slot,156,103,149,155,True
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,assistant,fixed_slot,153,103,147,152,True
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,system,natural_slot,142,103,127,141,False
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,user,natural_slot,144,103,138,143,False
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,tool,natural_slot,164,103,157,163,False
llama3.1-8b,transfer,64ea85b0519c,c4,False,train,assistant,natural_slot,153,103,147,152,False
llama3.1-8b,transfer,5538aa87486a,c4,False,train,system,fixed_slot,114,75,99,113,False
llama3.1-8b,transfer,5538aa87486a,c4,False,train,user,fixed_slot,125,75,119,124,True
llama3.1-8b,transfer,5538aa87486a,c4,False,train,tool,fixed_slot,127,75,120,126,True
llama3.1-8b,transfer,5538aa87486a,c4,False,train,assistant,fixed_slot,125,75,119,124,True
llama3.1-8b,transfer,5538aa87486a,c4,False,train,system,natural_slot,114,75,99,113,False
llama3.1-8b,transfer,5538aa87486a,c4,False,train,user,natural_slot,116,75,110,115,False
llama3.1-8b,transfer,5538aa87486a,c4,False,train,tool,natural_slot,135,75,128,134,False
llama3.1-8b,transfer,5538aa87486a,c4,False,train,assistant,natural_slot,125,75,119,124,False
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,system,fixed_slot,69,30,54,68,False
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,user,fixed_slot,80,30,74,79,True
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,tool,fixed_slot,81,30,75,80,True
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,assistant,fixed_slot,80,30,74,79,True
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,system,natural_slot,69,30,54,68,False
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,user,natural_slot,71,30,65,70,False
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,tool,natural_slot,89,30,83,88,False
llama3.1-8b,transfer,f4556a192d7c,c4,False,train,assistant,natural_slot,80,30,74,79,False
llama3.1-8b,transfer,8d32a036900a,c4,False,train,system,fixed_slot,111,72,96,110,False
llama3.1-8b,transfer,8d32a036900a,c4,False,train,user,fixed_slot,122,72,116,121,True
llama3.1-8b,transfer,8d32a036900a,c4,False,train,tool,fixed_slot,125,72,118,124,True
llama3.1-8b,transfer,8d32a036900a,c4,False,train,assistant,fixed_slot,122,72,116,121,True
llama3.1-8b,transfer,8d32a036900a,c4,False,train,system,natural_slot,111,72,96,110,False
llama3.1-8b,transfer,8d32a036900a,c4,False,train,user,natural_slot,113,72,107,112,False
llama3.1-8b,transfer,8d32a036900a,c4,False,train,tool,natural_slot,133,72,126,132,False
llama3.1-8b,transfer,8d32a036900a,c4,False,train,assistant,natural_slot,122,72,116,121,False
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,system,fixed_slot,103,64,88,102,False
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,user,fixed_slot,114,64,108,113,True
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,tool,fixed_slot,116,64,109,115,True
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,assistant,fixed_slot,114,64,108,113,True
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,system,natural_slot,103,64,88,102,False
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,user,natural_slot,105,64,99,104,False
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,tool,natural_slot,124,64,117,123,False
llama3.1-8b,transfer,7d5b6d318508,c4,False,train,assistant,natural_slot,114,64,108,113,False
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,system,fixed_slot,96,57,81,95,False
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,user,fixed_slot,107,57,101,106,True
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,tool,fixed_slot,109,57,103,108,True
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,assistant,fixed_slot,107,57,101,106,True
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,system,natural_slot,96,57,81,95,False
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,user,natural_slot,98,57,92,97,False
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,tool,natural_slot,117,57,111,116,False
llama3.1-8b,transfer,b05c0716fd3d,c4,False,train,assistant,natural_slot,107,57,101,106,False
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,system,fixed_slot,97,58,82,96,False
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,user,fixed_slot,108,58,102,107,True
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,tool,fixed_slot,110,58,104,109,True
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,assistant,fixed_slot,108,58,102,107,True
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,system,natural_slot,97,58,82,96,False
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,user,natural_slot,99,58,93,98,False
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,tool,natural_slot,118,58,112,117,False
llama3.1-8b,transfer,a63b29ec3fe4,c4,False,test,assistant,natural_slot,108,58,102,107,False
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,system,fixed_slot,103,64,88,102,False
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,user,fixed_slot,114,64,108,113,True
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,tool,fixed_slot,116,64,109,115,True
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,assistant,fixed_slot,114,64,108,113,True
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,system,natural_slot,103,64,88,102,False
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,user,natural_slot,105,64,99,104,False
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,tool,natural_slot,124,64,117,123,False
llama3.1-8b,transfer,3f354f6e8b89,c4,False,train,assistant,natural_slot,114,64,108,113,False
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,system,fixed_slot,83,44,68,82,False
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,user,fixed_slot,94,44,88,93,True
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,tool,fixed_slot,96,44,90,95,True
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,assistant,fixed_slot,94,44,88,93,True
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,system,natural_slot,83,44,68,82,False
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,user,natural_slot,85,44,79,84,False
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,tool,natural_slot,104,44,98,103,False
llama3.1-8b,transfer,d709ea38cdaa,c4,False,test,assistant,natural_slot,94,44,88,93,False
llama3.1-8b,transfer,4c67ded70311,c4,False,test,system,fixed_slot,81,42,66,80,False
llama3.1-8b,transfer,4c67ded70311,c4,False,test,user,fixed_slot,92,42,86,91,True
llama3.1-8b,transfer,4c67ded70311,c4,False,test,tool,fixed_slot,94,42,88,93,True
llama3.1-8b,transfer,4c67ded70311,c4,False,test,assistant,fixed_slot,92,42,86,91,True
llama3.1-8b,transfer,4c67ded70311,c4,False,test,system,natural_slot,81,42,66,80,False
llama3.1-8b,transfer,4c67ded70311,c4,False,test,user,natural_slot,83,42,77,82,False
llama3.1-8b,transfer,4c67ded70311,c4,False,test,tool,natural_slot,102,42,96,101,False
llama3.1-8b,transfer,4c67ded70311,c4,False,test,assistant,natural_slot,92,42,86,91,False
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,system,fixed_slot,104,65,89,103,False
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,user,fixed_slot,115,65,109,114,True
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,tool,fixed_slot,117,65,110,116,True
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,assistant,fixed_slot,115,65,109,114,True
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,system,natural_slot,104,65,89,103,False
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,user,natural_slot,106,65,100,105,False
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,tool,natural_slot,125,65,118,124,False
llama3.1-8b,transfer,5da77a9e04eb,c4,False,test,assistant,natural_slot,115,65,109,114,False
llama3.1-8b,transfer,be9ae6137a0d,c4,False,train,system,fixed_slot,113,74,98,112,False
llama3.1-8b,transfer,be9ae6137a0d,c4,False,train,user,fixed_slot,124,74,118,123,True
